Entry ID,[Filter],Entry JP Name,[Entry US Name],Width,Depth,Element ID,[Element Name],Pad 1,Pad 2,Movement Flags,[May Dodge],[Unk Damage],[Unk Ranged],[Unk Melee],[Ranged Atk],[Melee Atk],[Ranged Only],[Take Cover],[In Air],[On Ground],[Reserved],[May Move],Counter%,EXP,Gold,Pad 3,Pad 4,MAXHP,Unk 1,Green,Red,Purple,Blue,Yellow,Silver,Poison,Unconscious,Stone,Sleep,Confusion,Silence,Fatigue,Revival,Weak,State 10,State 11,State 12,State 13,State 14,State 15,Danger,Effect ID,[Effect Name],State ID,[State Name],State Miss%,Pad 5,Level,Will,Vigor,Agile,Quick,Attack,Defense,MagDef,Hit%,Dodge%,Pad 6,Pad 7,Item 1 Prob,Item 1 Amount,Item 1 ID,[Item 1 Name],Item 2 Prob,Item 2 Amount,Item 2 ID,[Item 2 Name],Item 3 Prob,Item 3 Amount,Item 3 ID,[Item 3 Name],Item 4 Prob,Item 4 Amount,Item 4 ID,[Item 4 Name]
45,*,Flyst,Flyst,1,1,2,Purple,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,10,301,72,-1,-1,345,18.0,11,14,7,9,10,10,11,10,10,9,5,10,0,0,10,10,10,10,10,10,10,400,70,Confusion + Damage,4,Confusion,70,-1,28,132,76,10,115,288,204,256,75,10,-1,-1,1,1,222,Chance Ring,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
46,*,Medulizk,Medulizk,1,1,3,Blue,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,15,613,132,-1,-1,519,18.0,11,9,11,10,9,10,0,10,10,10,11,10,0,0,9,10,10,10,10,10,10,500,4,Poison + Damage,0,Poison,80,-1,33,159,59,10,146,282,177,177,80,25,-1,-1,2,1,182,Ivy Band,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
47,*,Lucich,Lucich,1,1,0,Green,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,10,16,42,-1,-1,295,18.0,10,12,8,8,12,10,10,10,10,8,8,8,0,0,12,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,8,114,58,15,47,106,114,114,75,30,-1,-1,2,1,250,Risan Crystal,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
48,*,Digger,Digger,1,1,4,Yellow,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,15,19,110,-1,-1,335,18.0,8,10,10,12,8,12,0,12,12,12,10,0,0,0,8,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,8,70,61,10,48,131,200,79,95,15,-1,-1,2,1,188,Everlasting Gem,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
49,*,Flat Fiend,Flat Fiend,1,1,2,Purple,-1,-1,0b111111111101,X,X,X,X,X,X,X,X,X,X,"",X,5,331,98,-1,-1,247,18.0,11,14,7,9,10,10,11,10,10,9,9,10,0,0,10,10,10,10,10,10,10,500,72,Fatigue + Damage,6,Fatigue,70,-1,28,128,68,15,149,234,204,204,85,40,-1,-1,2,1,135,Ghost Mail,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
50,*,Burocca,Burocca,1,1,3,Blue,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,5,285,193,-1,-1,244,18.0,20,5,20,10,5,10,20,20,20,20,20,0,0,0,20,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,23,86,19,20,68,188,280,108,80,5,-1,-1,5,1,171,Burocca's Shell,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
51,*,Drogerp,Drogerp,3,3,2,Purple,-1,-1,0b111111001111,X,X,X,X,X,X,"","",X,X,X,X,25,1122,278,-1,-1,1381,18.0,11,14,7,9,10,10,11,10,10,9,9,10,0,0,10,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,27,155,104,10,100,314,272,248,80,5,-1,-1,2,1,266,Magus Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
52,*,Nadnarb,Nadnarb,1,1,3,Blue,-1,-1,0b111111111101,X,X,X,X,X,X,X,X,X,X,"",X,5,471,100,-1,-1,217,18.0,11,9,11,10,9,10,11,10,0,10,11,9,0,0,9,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,34,152,70,10,136,296,212,212,80,5,-1,-1,1,1,261,Icyl Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
53,*,Nairad,Nairad,1,1,3,Blue,-1,-1,0b111111111101,X,X,X,X,X,X,X,X,X,X,"",X,5,471,100,-1,-1,433,18.0,11,9,11,10,9,10,11,10,0,10,11,9,0,0,9,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,34,152,70,10,136,312,212,212,80,5,-1,-1,1,1,263,Dexus Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
54,*,Kanezl,Kanezl,1,1,0,Green,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,5,173,1000,-1,-1,325,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,0,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,23,108,51,5,136,216,259,518,120,120,-1,-1,2,1,291,Gold Pollen,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
55,*,Mantoid,Mantoid,3,3,0,Green,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,20,940,266,-1,-1,1722,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,0,11,10,10,10,10,10,10,1000,72,Fatigue + Damage,6,Fatigue,40,-1,30,137,92,15,110,317,231,231,85,10,-1,-1,2,1,262,Zaal Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
56,*,Sorcerer,Sorcerer,1,1,4,Yellow,-1,-1,0b111111110101,X,X,X,X,X,X,X,X,"",X,"",X,5,682,247,-1,-1,809,18.0,9,10,10,11,9,11,9,11,10,11,10,11,0,0,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,38,352,123,5,166,302,268,470,70,25,-1,-1,1,1,280,Driln Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
57,*,Slithar,Slithar,1,1,1,Red,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,10,342,78,-1,-1,227,18.0,9,7,14,11,10,10,9,10,10,11,11,11,0,0,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,30,137,90,5,85,287,272,272,90,5,-1,-1,2,1,138,Moon Robe,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
58,*,Golooper,Golooper,1,1,3,Blue,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,5,1139,789,-1,-1,82,18.0,11,9,11,10,9,10,11,10,10,10,11,0,0,0,9,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,30,136,190,10,171,265,272,870,110,150,-1,-1,4,1,210,Black Map,1,1,263,Dexus Seed,1,1,258,Moonberry,-1,-1,-1,None
59,*,Alusphere,Alusphere,3,3,3,Blue,-1,-1,0b011111000000,"",X,X,X,X,X,"","","","","","",25,1025,444,-1,-1,1162,18.0,11,9,11,10,9,10,0,10,0,10,11,0,0,0,0,10,10,10,10,10,10,1500,8,Stone + Damage,2,Stone,20,-1,30,108,104,20,73,296,353,272,120,0,-1,-1,5,1,184,Gem of Fluidity,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
60,*,Soldier,Soldier,1,1,3,Blue,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,20,545,225,-1,-1,883,18.0,11,9,11,10,9,10,11,10,10,10,11,0,0,0,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,31,112,84,25,138,295,280,224,110,10,-1,-1,1,1,246,Aura of Valor,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
61,*,Delzool,Delzool,1,1,0,Green,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,10,451,109,-1,-1,257,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,0,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,28,128,85,15,92,256,256,256,75,30,-1,-1,1,1,282,Eternum Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
62,*,Defender,Defender,1,1,4,Yellow,-1,-1,0b111111110111,X,X,X,X,X,X,X,X,"",X,X,X,25,955,346,-1,-1,1037,18.0,9,10,10,11,9,11,6,0,6,6,6,18,0,0,6,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,38,166,114,5,151,344,352,336,110,10,-1,-1,1,1,246,Aura of Valor,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
63,*,Ghrost,Ghrost,1,1,0,Green,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,5,353,102,-1,-1,106,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,0,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,29,139,176,5,118,237,264,264,90,15,-1,-1,1,1,261,Icyl Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
64,*,Graver,Graver,1,1,0,Green,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,25,17,116,-1,-1,316,18.0,10,12,8,8,12,10,0,10,12,8,8,8,0,0,12,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,7,137,157,10,47,112,371,106,120,200,-1,-1,1,1,180,Counter Bracer,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
65,*,Shrilp,Shrilp,3,3,1,Red,-1,-1,0b111111001101,X,X,X,X,X,X,"","",X,X,"",X,5,2588,550,-1,-1,1827,18.0,9,7,14,11,10,10,3,5,5,7,7,7,0,0,5,10,10,10,10,10,10,1000,73,Weak + Damage,8,Weak,70,-1,34,152,444,5,123,354,334,334,85,5,-1,-1,4,1,179,Ancient Bracer,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
66,*,Cerosik,Cerosik,3,3,2,Purple,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,15,749,199,-1,-1,761,18.0,11,14,7,9,10,10,11,10,10,9,9,10,0,0,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,33,158,88,15,93,303,266,266,80,5,-1,-1,2,1,242,Sacrum Crystal,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
67,*,Carnilak,Carnilak,3,3,3,Blue,-1,-1,0b111111001111,X,X,X,X,X,X,"","",X,X,X,X,10,2373,619,-1,-1,2457,18.0,11,9,11,10,9,10,11,10,10,0,11,0,0,0,9,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,34,121,91,10,123,369,273,273,80,5,-1,-1,2,1,277,Riselem Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
68,*,Valgand,Valgand,1,1,2,Purple,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,10,273,132,-1,-1,188,18.0,11,14,7,9,10,10,0,10,10,9,9,0,0,0,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,33,118,98,25,199,282,325,266,95,25,-1,-1,2,1,290,Chom,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
69,*,Berserker,Berserker,1,1,4,Yellow,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,30,729,342,-1,-1,1015,18.0,9,10,10,11,9,11,0,11,10,11,10,0,0,0,9,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,35,124,117,30,112,351,390,312,85,10,-1,-1,4,1,252,Glyph of Might,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
70,*,Lurgel Tank,Lurgel Tank,3,3,1,Red,-1,-1,0b011111000101,"",X,X,X,X,X,"","","",X,"",X,15,2732,1282,-1,-1,3550,18.0,9,9,11,11,10,10,0,0,0,20,20,0,0,0,4,10,10,10,10,10,10,3000,-1,None,0,Poison,0,-1,35,124,117,20,112,416,390,312,105,0,-1,-1,5,1,274,Electrum Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
71,*,Tenkou,Tenkou,1,1,3,Blue,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,10,409,169,-1,-1,589,18.0,11,9,11,10,9,10,11,10,10,10,11,0,0,0,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,31,112,84,20,163,287,280,224,100,20,-1,-1,25,1,241,Sacres Crystal,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
72,*,Patrol Guard,Patrol Guard,1,1,4,Yellow,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,15,14,92,-1,-1,342,18.0,12,10,8,10,8,12,12,12,10,10,8,8,0,0,8,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,5,59,36,15,46,93,95,79,105,15,-1,-1,5,1,240,Sacri Crystal,1,1,273,Electri Box,1,1,258,Moonberry,-1,-1,-1,None
73,*,Mine Patrol,Mine Patrol,1,1,4,Yellow,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,15,24,100,-1,-1,530,18.0,8,10,10,12,8,12,8,12,12,12,10,10,0,0,8,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,8,101,55,15,51,132,117,117,105,15,-1,-1,3,1,252,Glyph of Might,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
74,*,Forst Worm,Frost Worm,3,3,2,Purple,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,10,2449,531,-1,-1,2845,18.0,10,20,0,10,10,10,7,5,5,3,3,10,0,0,5,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,33,454,118,5,93,375,355,355,85,5,-1,-1,3,1,270,Crystalen Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
75,*,Destroyer,Destroyer,1,1,4,Yellow,-1,-1,0b110000110111,X,X,"","","","",X,X,"",X,X,X,0,234,139,-1,-1,267,18.0,9,10,10,11,9,11,0,11,10,11,0,11,0,0,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,24,91,79,0,123,152,273,205,0,25,-1,-1,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
76,*,Marauder,Marauder,1,1,4,Yellow,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,30,849,377,-1,-1,1093,18.0,9,10,10,11,9,11,0,11,10,11,10,0,0,0,9,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,38,134,126,30,120,378,420,336,85,10,-1,-1,4,1,29,Hydra Wing,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
77,*,Guardian,Guardian,3,3,5,Silver,-1,-1,0b011111000111,"",X,X,X,X,X,"","","",X,X,X,30,5009,1785,-1,-1,5369,18.0,10,10,10,10,11,9,0,0,4,4,4,0,0,0,4,10,10,10,10,10,10,3000,-1,None,0,Poison,0,-1,39,137,120,10,139,436,344,378,115,0,-1,-1,5,1,167,Warrior's Heart,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
78,*,Telsor,Telsor,1,1,5,Silver,-1,-1,0b111111001111,X,X,X,X,X,X,"","",X,X,X,X,10,627,223,-1,-1,294,18.0,10,10,10,10,11,9,0,9,10,10,10,0,0,0,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,39,137,126,15,232,315,412,344,90,25,-1,-1,2,1,61,Serpent Strike,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
79,*,Dorntak,Dorntak,1,1,5,Silver,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,25,1067,365,-1,-1,684,18.0,10,10,10,10,11,9,0,9,0,10,10,0,0,0,11,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,39,137,126,25,154,344,412,344,90,10,-1,-1,1,1,166,Cupil Ring,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
80,*,Linark,Linark,3,3,5,Silver,-1,-1,0b111111001101,X,X,X,X,X,X,"","",X,X,"",X,30,5009,1785,-1,-1,6193,18.0,10,10,10,10,11,9,0,3,5,5,5,0,0,0,7,10,10,10,10,10,10,3500,-1,None,0,Poison,0,-1,39,137,114,20,170,516,344,344,120,5,-1,-1,20,1,57,Silver Arm,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
81,*,Dolthstra,Dolthstra,3,3,2,Purple,-1,-1,0b111111110111,X,X,X,X,X,X,X,X,"",X,X,X,25,2449,531,-1,-1,3750,18.0,11,14,7,9,10,10,0,5,5,20,3,0,0,0,5,10,10,10,10,10,10,2500,70,Confusion + Damage,4,Confusion,40,-1,33,118,148,15,93,375,296,296,85,5,-1,-1,10,1,186,Eye of Truth,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
82,*,Dracolurg,Dracolurg,3,3,2,Purple,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,15,2992,1155,-1,-1,5545,18.0,11,14,7,9,10,10,7,5,5,3,3,0,0,0,5,10,10,10,10,10,10,3500,-1,None,0,Poison,0,-1,34,123,154,15,138,434,308,308,100,10,-1,-1,5,1,181,Defensive Aura,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
83,*,Garagor,Garagor,3,3,2,Purple,-1,-1,0b111111000101,X,X,X,X,X,X,"","","",X,"",X,20,5009,973,-1,-1,3721,18.0,11,14,7,9,10,10,7,5,5,3,3,10,0,0,5,10,10,10,10,10,10,3500,72,Fatigue + Damage,6,Fatigue,40,-1,39,256,504,10,185,401,378,378,75,10,-1,-1,5,1,179,Ancient Bracer,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
84,*,Kilite,Kilite,1,1,2,Purple,-1,-1,0b111111001101,X,X,X,X,X,X,"","",X,X,"",X,15,449,119,-1,-1,178,18.0,11,14,7,9,10,10,16,15,15,14,14,15,0,0,15,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,33,158,98,15,159,282,296,296,75,20,-1,-1,1,1,260,Paranta Seed,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
85,*,Imezl,Imezl,1,1,0,Green,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,5,581,213,-1,-1,243,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,0,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,27,126,15,5,170,252,302,302,75,5,-1,-1,2,1,249,Curia Crystal,2,1,250,Risan Crystal,2,1,251,Riselem Crystal,1,1,258,Moonberry
86,*,Lurker,Lurker,1,1,0,Green,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,5,285,193,-1,-1,109,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,0,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,23,86,144,5,116,194,216,216,90,15,-1,-1,1,1,274,Electrum Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
87,*,Jellikra,Jellikra,1,1,3,Blue,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,15,481,113,-1,-1,463,18.0,11,9,11,10,9,10,0,10,10,10,11,0,0,0,9,10,10,10,10,10,10,500,4,Poison + Damage,0,Poison,80,-1,29,134,52,10,130,252,158,158,80,25,-1,-1,2,1,182,Ivy Band,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
88,*,Scorpon,Scorpon,1,1,2,Purple,-1,-1,0b111111001101,X,X,X,X,X,X,"","",X,X,"",X,25,571,163,-1,-1,547,18.0,14,14,7,7,10,10,22,20,20,18,18,0,0,0,22,10,10,10,10,10,10,500,71,Silence + Damage,5,Silence,40,-1,22,83,69,25,102,219,260,156,95,15,-1,-1,5,1,187,Revered Voice,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
89,*,Arclooper,Arclooper,1,1,2,Purple,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,5,2041,1328,-1,-1,134,18.0,11,14,7,9,10,10,11,10,10,9,9,10,0,0,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,33,148,207,10,186,288,296,947,110,150,-1,-1,5,1,209,Fortune Ring,1,1,263,Dexus Seed,1,1,258,Moonberry,-1,-1,-1,None
90,*,Tsorok,Tsorok,1,1,4,Yellow,-1,-1,0b111111001111,X,X,X,X,X,X,"","",X,X,X,X,15,13,48,-1,-1,214,18.0,8,10,10,12,8,12,8,12,10,12,5,10,0,0,12,10,10,10,10,10,10,500,70,Confusion + Damage,4,Confusion,70,-1,8,59,139,15,54,105,112,112,90,20,-1,-1,1,1,271,Wevles Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
91,*,Sentry,Sentry,1,1,4,Yellow,-1,-1,0b111111000111,X,X,X,X,X,X,"","","",X,X,X,20,521,244,-1,-1,626,18.0,9,10,10,14,0,14,0,11,10,11,10,11,0,0,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,35,124,109,15,126,364,374,280,105,10,-1,-1,3,1,254,Healing Salve,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
92,*,Langry,Langry,1,1,3,Blue,-1,-1,0b111111111101,X,X,X,X,X,X,X,X,X,X,"",X,10,18,48,-1,-1,223,18.0,12,8,12,10,8,10,12,10,8,0,12,12,0,0,10,10,10,10,10,10,10,500,69,Sleep + Damage,3,Sleep,50,-1,8,76,72,5,52,115,115,115,80,20,-1,-1,2,1,185,Wind Gem Ring,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
93,*,Durel Beetle,Durel Beetle,1,1,3,Blue,-1,-1,0b111111111111,X,X,X,X,X,X,X,X,X,X,X,X,10,11,55,-1,-1,232,18.0,15,5,12,10,10,8,15,8,5,10,12,12,0,0,0,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,6,68,43,10,43,93,93,93,90,15,-1,-1,3,1,189,Behemoth's Ring,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
94,*,Totelm,Totelm,1,1,1,Red,-1,-1,0b011111000000,"",X,X,X,X,X,"","","","","","",15,17,66,-1,-1,260,18.0,8,6,14,12,10,10,0,10,10,0,0,0,0,0,0,10,10,10,10,10,10,400,73,Weak + Damage,8,Weak,40,-1,9,76,64,15,57,112,125,336,100,15,-1,-1,4,1,244,Magic Droplet,1,1,266,Magus Seed,1,1,258,Moonberry,-1,-1,-1,None
